ticker,isin,name,currency,sector,country
RU000A107F49,RU000A107F49,Банк ГПБ БО 005Р-02Р,RUB,Financial,Россия
RU000A109U97,RU000A109U97,ДОМ.РФ 002P-05,RUB,Financial,Россия
RU000A1087F6,RU000A1087F6,Ульяновская область 34008,RUB,Municipal,Россия
RU000A103G42,RU000A103G42,Сбербанк 001Р-SBER29,RUB,Financial,Россия
RU000A10B263,RU000A10B263,АБЗ-1 002P-02,RUB,Industrials,Россия
SU52003RMFS9,RU000A102069,ОФЗ 52003,RUB,Government,Россия
RU000A10DHX9,RU000A10DHX9,Инарктика 002Р-04,RUB,Consumer,Россия
RU000A105CM4,RU000A105CM4,ХК Новотранс 001P-03,RUB,Industrials,Россия
RU000A10CMR3,RU000A10CMR3,СИБУР Холдинг 001Р-08,RUB,Energy,Россия
RU000A1083W0,RU000A1083W0,МТС 002P-05,RUB,Telecom,Россия
RU000A10DSD8,RU000A10DSD8,Кредитный поток 4.2,RUB,Financial,Россия
RU000A1075E4,RU000A1075E4,МТС 002P-01,RUB,Telecom,Россия
RU000A108C74,RU000A108C74,РЕСО-Лизинг БО-П-25,RUB,Financial,Россия
RU000A101RZ3,RU000A101RZ3,Республика Казахстан 11,RUB,Government,Казахстан
RU000A107HR8,RU000A107HR8,Авто Финанс Банк БО-001Р-11,RUB,Financial,Россия
RU000A107B19,RU000A107B19,Новосибирская область 35023,RUB,Municipal,Россия
RU000A10CTX6,RU000A10CTX6,ВЭБ.РФ ПБО-002Р-54В,RUB,Financial,Россия
RU000A10B420,RU000A10B420,Группа Черкизово БО-001Р-08,RUB,Consumer,Россия
RU000A1099S4,RU000A1099S4,Новосибирская область 34024,RUB,Municipal,Россия
RU000A109XR1,RU000A109XR1,Акрон БО-001P-05,RUB,Materials,Россия
RU000A107D33,RU000A107D33,ВИС ФИНАНС БО-П05,RUB,Financial,Россия
RU000A1054W1,RU000A1054W1,Полюс ПБО-02,CNY,Materials,Россия
RU000A101Z17,RU000A101Z17,Свердловская область 35008,RUB,Municipal,Россия
RU000A109UD7,RU000A109UD7,Атомэнергопром 001Р-03,RUB,Energy,Россия
RU000A100HY9,RU000A100HY9,РЖД БО 001Р-16R,RUB,Industrials,Россия
RU000A105KU0,RU000A105KU0,Газпром капитал ЗО29-1-Д,RUB,Energy,Россия
RU000A109RR3,RU000A109RR3,Ульяновская область 34009,RUB,Municipal,Россия
RU000A10AT27,RU000A10AT27,ИКС 5 Финанс 003P-10,RUB,Consumer,Россия
RU000A10DSM9,RU000A10DSM9,ПГК 003Р-03,RUB,Industrials,Россия
RU000A1070L0,RU000A1070L0,ЯТЭК 001Р-03,RUB,Energy,Россия
RU000A102CR0,RU000A102CR0,Московская область 35015,RUB,Municipal,Россия
RU000A10AUX8,RU000A10AUX8,НОВАТЭК 001Р-03,RUB,Energy,
RU000A10FAK6,RU000A10FAK6,ОФЗ 36 CNY,RUB,Government,Россия
RU000A105QW3,RU000A105QW3,Газпром капитал БЗО26-1-Д,RUB,Energy,Россия
RU000A10B4K3,RU000A10B4K3,ГМК Норникель БО-001Р-08,RUB,Materials,Россия
RU000A10DC15,RU000A10DC15,АВТОБАН-Финанс БО-П07,RUB,Financial,Россия
RU000A10AA28,RU000A10AA28,Акрон БО-001P-06,RUB,Materials,Россия
RU000A0ZYKJ1,RU000A0ZYKJ1,Санкт-Петербург 35002,RUB,Municipal,Россия
RU000A10ELF6,RU000A10ELF6,МТС 002Р-17,RUB,Telecom,Россия
RU000A102A15,RU000A102A15,Санкт-Петербург 35003,RUB,Municipal,Россия
RU000A10AAU6,RU000A10AAU6,Амурская область 24001,RUB,Municipal,Россия
RU000A10CCN3,RU000A10CCN3,О'КЕЙ БО 001Р-08,RUB,Consumer,Россия
SU52002RMFS1,RU000A0ZYZ26,ОФЗ 52002,RUB,Government,Россия
RU000A1089K2,RU000A1089K2,РУСАЛ БО-001P-07,CNY,Materials,Россия
RU000A10DQB6,RU000A10DQB6,ОФЗ 29 СNY,RUB,Government,Россия
RU000A10FAP5,RU000A10FAP5,ВЭБ.РФ ПБО-002Р-59ПО,RUB,Financial,Россия
RU000A105RZ4,RU000A105RZ4,Газпром капитал ЗО27-1-Е,RUB,Energy,Россия
RU000A10BV22,RU000A10BV22,Республика Башкортостан 34015,RUB,Municipal,
RU000A101RV2,RU000A101RV2,Республика Казахстан 07,RUB,Government,Казахстан
RU000A10CP52,RU000A10CP52,Газпром капитал БО-003Р-19,RUB,Energy,Россия
RU000A101U61,RU000A101U61,Ульяновская область 35002,RUB,Municipal,Россия
RU000A105A95,RU000A105A95,Газпром капитал ЗО34-1-Д,RUB,Energy,Россия
RU000A10F827,RU000A10F827,Мегафон БО-002P-13,RUB,Telecom,Россия
RU000A108L24,RU000A108L24,МКБ ЗО-2021,RUB,Financial,Россия
SU52004RMFS7,RU000A103MX5,ОФЗ 52004,RUB,Government,Россия
RU000A10B008,RU000A10B008,Южуралзолото Группа Компаний USD 001P-04,RUB,Materials,
RU000A10CQ85,RU000A10CQ85,МТС 001P-29,RUB,Telecom,Россия
RU000A109KY4,RU000A109KY4,Авто Финанс Банк БО-001Р-13,RUB,Financial,Россия
RU000A107W06,RU000A107W06,ХК Новотранс 001P-05,RUB,Industrials,Россия
RU000A10DJA3,RU000A10DJA3,Нижегородская область 34017,RUB,Municipal,Россия
RU000A109528,RU000A109528,Россети БО 001P-13R,RUB,Utilities,Россия
RU000A10F6F4,RU000A10F6F4,Автодор ГК БО-004Р-08,RUB,Industrials,Россия
RU000A1077V4,RU000A1077V4,Росэксимбанк 002P-04,RUB,Financial,Россия
RU000A10F7J4,RU000A10F7J4,Республика Саха (Якутия) 34006,RUB,Municipal,Россия
RU000A10A8E8,RU000A10A8E8,ОВОЗ РФ 12840113V,RUB,Government,Россия
RU000A1057S2,RU000A1057S2,Роснефть 002P-12 CNY,CNY,Energy,Россия
RU000A108L81,RU000A108L81,Полюс ПБО-04,RUB,Materials,Россия
RU000A10DSG1,RU000A10DSG1,Новосибирская область 34028,RUB,Municipal,Россия
RU000A1033B9,RU000A1033B9,Республика Саха (Якутия) 35015,RUB,Municipal,Россия
RU000A10C9Y2,RU000A10C9Y2,НОВАТЭК 001Р-05,RUB,Energy,Россия
RU000A1062M5,RU000A1062M5,Селигдар GOLD01,RUB,Materials,Россия
RU000A10DBD4,RU000A10DBD4,Минфин Ульяновской области 34011,RUB,Municipal,Россия
RU000A10B8P3,RU000A10B8P3,Инарктика 002Р-03,RUB,Consumer,Россия
RU000A105RH2,RU000A105RH2,Газпром капитал ЗО37-1-Д,RUB,Energy,Россия
RU000A10DG60,RU000A10DG60,Новосибирская область 34027,RUB,Municipal,Россия
RU000A10BTJ7,RU000A10BTJ7,Ульяновская область 34010,RUB,Municipal,
BYM000001941,BYM000001941,Республика Беларусь 336 28.02.2030,RUB,Government,Беларусь
RU000A10B0C8,RU000A10B0C8,Металлоинвест 001P-12,RUB,Industrials,Россия
RU000A10DJV9,RU000A10DJV9,Совкомфлот 001Р-02,RUB,Industrials,Россия
RU000A105SG2,RU000A105SG2,Газпром капитал ЗО30-1-Д,RUB,Energy,Россия
RU000A1059P4,RU000A1059P4,Лукойл ЗО-27,RUB,Energy,Россия
RU000A106FT0,RU000A106FT0,Республика Башкортостан 34013,RUB,Municipal,Россия
RU000A1099E4,RU000A1099E4,Мособлэнерго 001Р-01,RUB,Utilities,Россия
RU000A108TV3,RU000A108TV3,АЛРОСА З027-Д,RUB,Materials,Россия
SU29018RMFS7,RU000A102A31,ОФЗ 29018,RUB,Government,Россия
RU000A105BY1,RU000A105BY1,Газпром капитал ЗО28-1-Е,RUB,Energy,Россия
RU000A10AFW1,RU000A10AFW1,Россети Московский регион БО1Р08,RUB,Utilities,Россия
RU000A10EWA4,RU000A10EWA4,СФО ВТБ РКС Олимп A4,RUB,Financial,Россия
RU000A1059Q2,RU000A1059Q2,Лукойл ЗО-30,RUB,Energy,Россия
RU000A10B7J8,RU000A10B7J8,ФосАгро БО-02-03,RUB,Materials,Россия
RU000A10DYP0,RU000A10DYP0,ИКС 5 Финанс 003P-15,RUB,Consumer,Россия
RU000A1094G0,RU000A1094G0,РУСАЛ БО-001P-08,RUB,Materials,Россия
RU000A108RP9,RU000A108RP9,Авто Финанс Банк БО-001Р-12,RUB,Financial,Россия
RU000A10D4P0,RU000A10D4P0,Южуралзолото ГК 001P-05,RUB,Materials,Россия
RU000A10AXK9,RU000A10AXK9,ФосАгро БО-02-02,RUB,Materials,Россия
SU29022RMFS9,RU000A105G16,ОФЗ 29022,RUB,Government,Россия
RU000A10B347,RU000A10B347,Акрон БО-001P-07,RUB,Materials,
RU000A107B43,RU000A107B43,ГТЛК ЗО27-Д,RUB,Financial,Россия
RU000A106YE3,RU000A106YE3,Магаданская область ГО2023,RUB,Municipal,Россия
RU000A10DPM5,RU000A10DPM5,Магнит БО-005Р-05,RUB,Consumer,Россия
RU000A10CSG3,RU000A10CSG3,Металлоинвест 002P-02,RUB,Industrials,Россия
RU000A1089G0,RU000A1089G0,Гидромашсервис 001Р-02,RUB,Consumer,Россия
RU000A108ZT4,RU000A108ZT4,Росэксимбанк 002P-05,RUB,Financial,Россия
RU000A105146,RU000A105146,ПИК-Корпорация 001Р-05,RUB,RealEstate,Россия
SU29017RMFS9,RU000A1028D5,ОФЗ 29017,RUB,Government,Россия
RU000A10F108,RU000A10F108,Акрон БО-002Р-03,RUB,Materials,Россия
RU000A106XD7,RU000A106XD7,Селигдар GOLD02,RUB,Materials,Россия
BYM000001925,BYM000001925,Республика Беларусь 335 24.02.2031,RUB,Government,Беларусь
RU000A106ZU6,RU000A106ZU6,РусГидро БО-П12,RUB,Utilities,Россия
RU000A108FX8,RU000A108FX8,ЭН+ Гидро 001РС-05,CNY,Utilities,Россия
RU000A10DQA8,RU000A10DQA8,ОФЗ 33 CNY,RUB,Government,Россия
RU000A10BPP2,RU000A10BPP2,Газпром капитал БО-003Р-14,RUB,Energy,
RU000A10FBH0,RU000A10FBH0,Ростелеком 001P-26R,RUB,Telecom,Россия
RU000A105A04,RU000A105A04,Металлоинвест 028,RUB,Industrials,Россия
RU000A10B4V0,RU000A10B4V0,Группа Черкизово БО-002Р-01,RUB,Consumer,Россия
RU000A107RH8,RU000A107RH8,РУСАЛ БО-001P-06 CNY,CNY,Materials,Россия
RU000A108RQ7,RU000A108RQ7,Селигдар GOLD03,RUB,Materials,Россия
RU000A10D806,RU000A10D806,ЕвразХолдинг Финанс 003P-05,RUB,Materials,Россия
RU000A10A7Y8,RU000A10A7Y8,ОВОЗ РФ 12840115V,RUB,Government,Россия
RU000A1059N9,RU000A1059N9,Лукойл ЗО-26,RUB,Energy,Россия
RU000A10D301,RU000A10D301,Эн+ Гидро 001РС-08,RUB,Energy,Россия
RU000A105XA5,RU000A105XA5,Газпром капитал ЗО27-1-ФР,RUB,Energy,Россия
RU000A10CRD2,RU000A10CRD2,ГМК Норникель БО-001Р-15,RUB,Materials,Россия
RU000A108PZ2,RU000A108PZ2,Газпром нефть БО 003P-12R,CNY,Energy,Россия
RU000A107VV1,RU000A107VV1,МКБ ЗО-2026-02,RUB,Financial,Россия
BYM000001818,BYM000001818,Республика Беларусь 331 29.06.2027,RUB,Government,Беларусь
RU000A1056U0,RU000A1056U0,Газпром капитал ЗО27-1-Д,RUB,Energy,Россия
RU000A10A869,RU000A10A869,ОВОЗ РФ 12840111V,RUB,Government,
RU000A10C3M0,RU000A10C3M0,Атомэнергопром 001Р-06,RUB,Energy,Россия
RU000A10DWW0,RU000A10DWW0,Самарская область 34016,RUB,Municipal,Россия
RU000A10BU23,RU000A10BU23,ГМК Норникель БО-001Р-11-CNY,RUB,Materials,
RU000A108LX6,RU000A108LX6,МКБ ЗО-2017,RUB,Financial,Россия
RU000A10A8A6,RU000A10A8A6,ОВОЗ РФ 12840112V,RUB,Government,
RU000A10A893,RU000A10A893,ОВОЗ РФ 12978116V,RUB,Government,Россия
RU000A108P79,RU000A108P79,Полюс ЗО28-Д,RUB,Materials,Россия
RU000A105JT4,RU000A105JT4,Газпром капитал ЗО31-1-Д,RUB,Energy,Россия
RU000A10A877,RU000A10A877,ОВОЗ РФ 12840118V,RUB,Government,Россия
RU000A10A836,RU000A10A836,ОВОЗ РФ 12978114V,RUB,Government,
RU000A0JXTS9,RU000A0JXTS9,Russia 2027,RUB,Government,Россия
XS0088543193,XS0088543193,Russia 2028,RUB,Government,Россия
RU000A10E9Y0,RU000A10E9Y0,Газпром капитал БО-003Р-18,RUB,Energy,Россия
RU000A10A851,RU000A10A851,ОВОЗ РФ 12840109V,RUB,Government,Россия
RU000A10CZ68,RU000A10CZ68,ФосАгро БО-02-04,RUB,Materials,Россия
RU000A10A844,RU000A10A844,ОВОЗ РФ 12840119V,RUB,Government,Россия
RU000A1034K8,RU000A1034K8,Russia 2036 EUR,RUB,Government,Россия
RU000A10BGH8,RU000A10BGH8,Акрон БО-001Р-08,RUB,Materials,Россия
RU000A10A802,RU000A10A802,ОВОЗ РФ 12840117V,RUB,Government,Россия
RU000A0ZYYN4,RU000A0ZYYN4,Russia 2029,RUB,Government,Россия
RU000A107XA1,RU000A107XA1,ВЭБ.РФ ПБО-002Р-41,RUB,Financial,Россия
RU000A10DS74,RU000A10DS74,Сбербанк 001Р-SBER51,RUB,Financial,Россия
RU000A10EEE4,RU000A10EEE4,Балтийский лизинг БО-П24,RUB,Financial,Россия
RU000A10FC96,RU000A10FC96,Борец Капитал 001Р-07,RUB,Energy,Россия
RU000A10CJ92,RU000A10CJ92,ПР-Лизинг БО 002Р-03,RUB,Other,Россия
RU000A10EYZ7,RU000A10EYZ7,МегаФон БО-002Р-12,RUB,Telecom,Россия
RU000A1082Y8,RU000A1082Y8,Синара Транспортные Машины 1P4,RUB,Industrials,Россия
RU000A10BW96,RU000A10BW96,ГК Самолет БО-П18,RUB,RealEstate,Россия
RU000A107RZ0,RU000A107RZ0,ГК Самолет БО-П13,RUB,RealEstate,Россия
RU000A10EWL1,RU000A10EWL1,Почта России 003P-05,RUB,Other,Россия
RU000A10BPF3,RU000A10BPF3,ТГК-14 001Р-07,RUB,Utilities,Россия
RU000A10EF52,RU000A10EF52,Сбербанк 001Р-SBER52,RUB,Financial,Россия
RU000A10BJX9,RU000A10BJX9,Балтийский лизинг БО-П16,RUB,Financial,Россия
RU000A104JQ3,RU000A104JQ3,ГК Самолет БО-П11,RUB,RealEstate,Россия
RU000A10ES32,RU000A10ES32,ОДК 001P-01,RUB,Other,Россия
RU000A10EST2,RU000A10EST2,Эталон-Финанс 002Р-05,RUB,RealEstate,Россия
RU000A10CBA2,RU000A10CBA2,Сбербанк 001Р-SBERD9,RUB,Financial,Россия
RU000A10F7V9,RU000A10F7V9,Полипласт П02-БО-16,RUB,Materials,Россия
RU000A10F470,RU000A10F470,ТрансКонтейнер П02-03,RUB,Industrials,Россия
RU000A10F850,RU000A10F850,РОЛЬФ 001Р-09,RUB,Consumer,Россия
RU000A109908,RU000A109908,МВ Финанс 001Р-05,RUB,Consumer,Россия
RU000A104B46,RU000A104B46,Банк ГПБ БО 001Р-21Р,RUB,Financial,Россия
RU000A10ERE6,RU000A10ERE6,АВТОБАН-Финанс БО-П08,RUB,Financial,Россия
RU000A10BL99,RU000A10BL99,Сбербанк 001Р-SBERD6,RUB,Financial,
RU000A10EW51,RU000A10EW51,АБЗ-1 002P-06,RUB,Industrials,Россия
RU000A10EXW6,RU000A10EXW6,Селигдар 001Р-11,RUB,Materials,Россия
RU000A109874,RU000A109874,ГК Самолет БО-П15,RUB,RealEstate,Россия
RU000A10CC32,RU000A10CC32,Балтийский лизинг БО-П19,RUB,Financial,Россия
RU000A10DA74,RU000A10DA74,Эталон-Финанс 002Р-04,RUB,RealEstate,Россия
RU000A10EG44,RU000A10EG44,ИЛОН 001Р-01,RUB,Other,Россия
RU000A10EAC6,RU000A10EAC6,КАМАЗ БО-П20,RUB,Industrials,Россия
RU000A10EPX0,RU000A10EPX0,РусГидро БО-002Р-12,RUB,Utilities,Россия
RU000A10E655,RU000A10E655,Глоракс 001Р-05,RUB,RealEstate,Россия
RU000A10EA16,RU000A10EA16,Почта России 003P-03,RUB,Other,Россия
RU000A10BPN7,RU000A10BPN7,Полипласт П02-БО-05,RUB,Materials,Россия
RU000A10B461,RU000A10B461,Новосибирскавтодор БО-03,RUB,Other,Россия
RU000A10C8S6,RU000A10C8S6,Сбербанк 001Р-SBERD8,RUB,Financial,Россия
RU000A10CZA1,RU000A10CZA1,ГК Самолет БО-П20,RUB,RealEstate,Россия
RU000A10EMU3,RU000A10EMU3,ГТЛК БО 002P-12,RUB,Financial,Россия
RU000A10BZJ4,RU000A10BZJ4,Балтийский лизинг БОП18,RUB,Financial,Россия
RU000A108P46,RU000A108P46,Балтийский лизинг БО-П11,RUB,Financial,
RU000A105M91,RU000A105M91,Синара Транспортные Машины 1P3,RUB,Industrials,Россия
RU000A10EJQ7,RU000A10EJQ7,Атомэнергопром 001Р-11,RUB,Energy,Россия
RU000A10BZH8,RU000A10BZH8,Сбербанк 001Р-SBERD7,RUB,Financial,Россия
RU000A103G00,RU000A103G00,Синара Транспортные Машины 1P2,RUB,Industrials,Россия
RU000A10EJZ8,RU000A10EJZ8,ЭкоНива 001P-01,RUB,Other,Россия
RU000A10EE87,RU000A10EE87,АФК Система БО 002Р-12,RUB,Financial,Россия
RU000A10B313,RU000A10B313,Брусника 002Р-05,RUB,RealEstate,Россия
RU000A109NF7,RU000A109NF7,ЯТЭК 001Р-04,RUB,Energy,Россия
RU000A10C8A4,RU000A10C8A4,Полипласт П02-БО-08,RUB,Materials,
RU000A10B0R6,RU000A10B0R6,Кокс 001P-02,RUB,Materials,Россия
RU000A106UW3,RU000A106UW3,Каршеринг Руссия 001P-03,RUB,IT,Россия
RU000A10CQ93,RU000A10CQ93,КАМАЗ БО-П17,RUB,Industrials,Россия
RU000A109TG2,RU000A109TG2,Каршеринг Руссия 001P-04,RUB,IT,Россия
RU000A109HX2,RU000A109HX2,ВУШ БО 001P-03,RUB,Industrials,Россия
RU000A10D3K3,RU000A10D3K3,Почта России 003P-02,RUB,Other,Россия
RU000A10DUQ6,RU000A10DUQ6,Балтийский лизинг БО-П22,RUB,Financial,Россия
RU000A10BS76,RU000A10BS76,ВУШ БО 001P-04,RUB,Industrials,
RU000A10BAP4,RU000A10BAP4,Эталон-Финанс 002Р-03,RUB,RealEstate,Россия
RU000A10B1Q6,RU000A10B1Q6,Джи-групп 002P-06,RUB,RealEstate,Россия
RU000A10BFX7,RU000A10BFX7,ГК Самолет БО-П16,RUB,RealEstate,Россия
RU000A108GN7,RU000A108GN7,АФК Система БО 001Р-30,RUB,Financial,Россия
RU000A10AS28,RU000A10AS28,Биннофарм Групп 001Р-04,RUB,HealthCare,
RU000A10F512,RU000A10F512,Каршеринг Руссия 001Р-08,RUB,IT,Россия
RU000A10ASE2,RU000A10ASE2,РОЛЬФ БО 001Р-07,RUB,Consumer,
RU000A10ER66,RU000A10ER66,ФосАгро БО-02-06,RUB,Materials,Россия
RU000A10A9Z1,RU000A10A9Z1,Магнит БО-004Р-05,RUB,Consumer,Россия
RU000A10B3Q2,RU000A10B3Q2,Биннофарм Групп 001Р-05,RUB,HealthCare,Россия
RU000A103QH9,RU000A103QH9,Эталон-Финанс БО-П03,RUB,RealEstate,Россия
RU000A10C6F7,RU000A10C6F7,ГТЛК БО 002P-09,RUB,Financial,Россия
RU000A106FR4,RU000A106FR4,Автодор БО-005Р-01,RUB,Industrials,Россия
RU000A10F751,RU000A10F751,Ульяновская область 34013,RUB,Municipal,Россия
RU000A10ETQ6,RU000A10ETQ6,Промсвязьбанк 004P-02,RUB,Financial,Россия
RU000A10ECY6,RU000A10ECY6,Электрорешения 001Р-03,RUB,Other,Россия
RU000A107UU5,RU000A107UU5,Брусника 002Р-02,RUB,RealEstate,Россия
RU000A10DPW4,RU000A10DPW4,АФК Система БО 002Р-06,RUB,Financial,Россия
RU000A108VW7,RU000A108VW7,РУСАЛ БО-001P-09,RUB,Materials,Россия
RU000A10BY52,RU000A10BY52,Каршеринг Руссия 001P-06,RUB,IT,Россия
RU000A10BQF1,RU000A10BQF1,Гидромашсервис 001Р-03,RUB,Consumer,Россия
RU000A106565,RU000A106565,Газпром нефть БО 003P-06R,RUB,Energy,Россия
RU000A10BM56,RU000A10BM56,АПРИ БО-002Р-10,RUB,RealEstate,
RU000A10E6D0,RU000A10E6D0,ВУШ БО 001P-05,RUB,Industrials,Россия
RU000A1077X0,RU000A1077X0,Интерлизинг 001Р-07,RUB,Financial,Россия
RU000A10EA08,RU000A10EA08,Софтлайн 002Р-02,RUB,IT,Россия
RU000A10ATR2,RU000A10ATR2,Глоракс 001P-03,RUB,RealEstate,
RU000A10BFP3,RU000A10BFP3,МВ Финанс 001Р-06,RUB,Consumer,Россия
RU000A10AS02,RU000A10AS02,ТГК-14 001Р-05,RUB,Utilities,Россия
RU000A106HB4,RU000A106HB4,ВУШ БО 001P-02,RUB,Industrials,Россия
RU000A0JWYJ0,RU000A0JWYJ0,ГК Самолет 01,RUB,RealEstate,Россия
RU000A10DMS9,RU000A10DMS9,Ямало-Ненецкий АО 34005,RUB,Other,Россия
RU000A10DZK8,RU000A10DZK8,Полипласт П02-БО-13,RUB,Materials,Россия
RU000A100N12,RU000A100N12,АФК Система БО 001P-11,RUB,Financial,Россия
RU000A10C741,RU000A10C741,Кокс 001P-04,RUB,Materials,Россия
RU000A108GL1,RU000A108GL1,АФК Система БО 001Р-29,RUB,Financial,Россия
RU000A10BTC2,RU000A10BTC2,Ростелеком 001P-18R,RUB,Telecom,Россия
RU000A109JZ3,RU000A109JZ3,РУСАЛ БО-001P-10,RUB,Materials,Россия
RU000A105L27,RU000A105L27,АФК Система БО 001Р-24,RUB,Financial,Россия
RU000A1098F3,RU000A1098F3,АФК Система БО 001Р-31,RUB,Financial,Россия
RU000A10D616,RU000A10D616,Балтийский лизинг БО-П20,RUB,Financial,Россия
RU000A109X37,RU000A109X37,Сбербанк 001Р-SBERD3,RUB,Financial,Россия
RU000A10AYW2,RU000A10AYW2,Полипласт П02-БО-02,RUB,Materials,Россия
RU000A104XR2,RU000A104XR2,Автодор БО-003Р-02,RUB,Industrials,Россия
RU000A10CG79,RU000A10CG79,МСП Банк 003P-02,RUB,Financial,Россия
RU000A10ESF1,RU000A10ESF1,ФДВ Факторинг 001P-01,RUB,Financial,Россия
RU000A10BQB0,RU000A10BQB0,ГТЛК БО 002P-08,RUB,Financial,Россия
RU000A10AS85,RU000A10AS85,Сбербанк 001Р-SBERD4,RUB,Financial,Россия
RU000A105WP5,RU000A105WP5,ВымпелКом 001Р-07,RUB,Telecom,Россия
RU000A10BFJ6,RU000A10BFJ6,Полипласт П02-БО-04,RUB,Materials,
RU000A10B8X7,RU000A10B8X7,ДАРС-Девелопмент 001Р-03,RUB,RealEstate,Россия
RU000A109551,RU000A109551,Балтийский лизинг БО-П12,RUB,Financial,Россия
RU000A109SP5,RU000A109SP5,Эталон-Финанс 002P-02,RUB,RealEstate,Россия
RU000A10ADD6,RU000A10ADD6,НСКАТД БО-02,RUB,Other,Россия
RU000A107SA1,RU000A107SA1,ЛК Роделен БО 002P-02,RUB,Financial,Россия
RU000A105TY3,RU000A105TY3,ВымпелКом 001Р-06,RUB,Telecom,Россия
RU000A10ASW4,RU000A10ASW4,КАМАЗ БО-П14,RUB,Industrials,Россия
RU000A106631,RU000A106631,АПРИ БО-002Р-02,RUB,RealEstate,Россия
RU000A10C329,RU000A10C329,Промомед ДМ 002P-02,RUB,HealthCare,Россия
RU000A10EG28,RU000A10EG28,Медси ГК 001P-04,RUB,HealthCare,Россия
RU000A10B4A4,RU000A10B4A4,Интерлизинг 001Р-11,RUB,Financial,
RU000A10EN29,RU000A10EN29,КАМАЗ БО-П22,RUB,Industrials,Россия
RU000A10BGU1,RU000A10BGU1,Первое клиентское бюро 001Р-07,RUB,Financial,Россия
RU000A10BP87,RU000A10BP87,ПИР БО-03-001P,RUB,Industrials,
RU000A108405,RU000A108405,Хромос Инжиниринг БО-01,RUB,Other,Россия
RU000A10CKY3,RU000A10CKY3,Группа ЛСР БО 001Р-11,RUB,RealEstate,Россия
RU000A10AXP8,RU000A10AXP8,ВсеИнструменты.ру 001Р-04,RUB,Consumer,Россия
RU000A10DA66,RU000A10DA66,Газпром нефть 005P-02R,RUB,Energy,Россия
RU000A10CCG7,RU000A10CCG7,Каршеринг Руссия 001P-07,RUB,IT,Россия
RU000A10AUG3,RU000A10AUG3,АПРИ БО-002Р-07,RUB,RealEstate,Россия
RU000A0ZYNY4,RU000A0ZYNY4,ГТЛК 001P-07,RUB,Financial,Россия
RU000A10DQ68,RU000A10DQ68,Село Зелёное 001Р-02,RUB,Consumer,Россия
RU000A10CU48,RU000A10CU48,АФК Система БО 002Р-04,RUB,Financial,Россия
RU000A10DJH8,RU000A10DJH8,ПКТ 002P-01,RUB,Industrials,Россия
RU000A10E630,RU000A10E630,Газпром нефть 005P-04R,RUB,Energy,Россия
RU000A10DG86,RU000A10DG86,ТрансКонтейнер П02-02,RUB,Industrials,Россия
RU000A10B0E4,RU000A10B0E4,Сбербанк 001Р-SBERD5,RUB,Financial,Россия
RU000A10CL07,RU000A10CL07,Магнит БО-004Р-09,RUB,Consumer,Россия
RU000A107C34,RU000A107C34,АйДи Коллект 06,RUB,Financial,Россия
RU000A107TB7,RU000A107TB7,Боржоми Финанс 001P-02,RUB,Other,Россия
RU000A10DP93,RU000A10DP93,КАМАЗ БО-П18,RUB,Industrials,Россия
RU000A10EQ34,RU000A10EQ34,Авто Финанс Банк БО-001Р-18,RUB,Financial,Россия
RU000A10EJA1,RU000A10EJA1,Газпром нефть 005P-05R,RUB,Energy,Россия
RU000A10EXZ9,RU000A10EXZ9,Озон 1P-02,RUB,Consumer,Россия
RU000A10DZU7,RU000A10DZU7,А101 БО-001Р-02,RUB,RealEstate,Россия
RU000A109981,RU000A109981,Джи-групп 002P-05,RUB,RealEstate,Россия
RU000A10CQ77,RU000A10CQ77,КАМАЗ БО-П16,RUB,Industrials,Россия
RU000A109JY6,RU000A109JY6,РУСАЛ БО-001P-11,RUB,Materials,Россия
RU000A10DRF5,RU000A10DRF5,Газпром нефть 005P-03R,RUB,Energy,Россия
RU000A10CP78,RU000A10CP78,Банк ПСБ 004P-01,RUB,Financial,Россия
RU000A109LG9,RU000A109LG9,Сбербанк 001Р-SBERD2,RUB,Financial,Россия
RU000A10BQX4,RU000A10BQX4,Россети Северо-Запад 001Р-01,RUB,Utilities,
RU000A10D3C0,RU000A10D3C0,РусГидро БО-002Р-08,RUB,Utilities,Россия
RU000A10EA40,RU000A10EA40,ГК Азот 001Р-02,RUB,Other,Россия
RU000A10DCK7,RU000A10DCK7,АБЗ-1 002P-04,RUB,Industrials,Россия
RU000A106F08,RU000A106F08,МИКРАН НПФ БО-01,RUB,Industrials,Россия
RU000A108TU5,RU000A108TU5,Джи-групп 002P-04,RUB,RealEstate,Россия
RU000A10BZT3,RU000A10BZT3,Биннофарм Групп 001Р-06,RUB,HealthCare,Россия
RU000A107QL2,RU000A107QL2,Бизнес Альянс 001P-03,RUB,Financial,Россия
RU000A10E6U4,RU000A10E6U4,ГК Самолет БО-П19,RUB,RealEstate,Россия
RU000A107084,RU000A107084,Газпром капитал БО-002Р-10,RUB,Energy,Россия
RU000A10C2E9,RU000A10C2E9,Аэрофьюэлз 002Р-05,RUB,Energy,
RU000A101TB0,RU000A101TB0,ВЭБ.РФ ПБО-001Р-19,RUB,Financial,Россия
RU000A10B7W1,RU000A10B7W1,Р-Вижн 001Р-02,RUB,IT,Россия
RU000A10C2L4,RU000A10C2L4,Сэтл Групп БО 002P-06,RUB,RealEstate,Россия
